temp,pres,hum,yaw,pitch,roll,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
28.828187942504883,1015.00927734375,22.815982818603516,157.93394508382792,359.927206531879,0.4306086892540721,-48.94021987915039,-19.10988426208496,41.41141891479492,0.002424459205940366,0.008740533143281937,0.9665017127990723,0.002768188714981079,-0.0010344833135604858,0.0020514559000730515,2019-02-02 12:43:09.816892
28.81023406982422,1014.92626953125,23.190460205078125,157.81444409410938,359.81937244574783,0.425447734284187,-48.340484619140625,-19.860591888427734,41.511173248291016,0.0021820133551955223,0.007283777464181185,0.9655268788337708,0.0002421187236905098,-8.744187653064728e-05,-0.0009298375807702541,2019-02-02 12:43:11.855242
28.899999618530273,1014.981201171875,21.792861938476562,157.70692325619504,359.8642193077556,0.4454396446239614,-48.87552261352539,-19.87659454345703,41.328819274902344,0.0007273377268575132,0.007283777464181185,0.9657706022262573,0.0018969271332025528,0.0011747907847166061,0.0011576805263757706,2019-02-02 12:43:13.930777
28.864093780517578,1014.955322265625,22.525096893310547,157.83743451085564,359.9289975555557,0.4444086329048333,-48.86843490600586,-19.581716537475586,42.223506927490234,0.00048489184700883925,0.008254947140812874,0.9662579894065857,0.0008921939879655838,-0.001188121736049652,-0.0002044104039669037,2019-02-02 12:43:15.934597
28.828187942504883,1014.98095703125,21.91322898864746,157.64209110059326,359.9412704383288,0.4444108740606547,-48.630191802978516,-19.901613235473633,41.85181427001953,0.0014546754537150264,0.007769362535327673,0.9665017127990723,0.001133481040596962,-0.0009975722059607506,-0.0005292082205414772,2019-02-02 12:43:17.943175
28.864093780517578,1014.9755859375,23.91935157775879,157.703467180475,359.9274262051701,0.4380427898766756,-48.56239318847656,-20.10333251953125,42.500396728515625,0.0014546754537150264,0.007526569999754429,0.9662579894065857,0.0008097607642412186,-0.0004526609554886818,-0.0003996770828962326,2019-02-02 12:43:19.950717
28.846139907836914,1014.982421875,22.100467681884766,157.60024936173778,359.9969691102259,0.41840116685570233,-48.39553451538086,-19.558597564697266,41.514923095703125,0.0009697836940176785,0.007283777464181185,0.9662579894065857,-0.0013251341879367828,-0.0016740523278713226,0.0005183154717087746,2019-02-02 12:43:21.960755
28.828187942504883,1014.989013671875,22.662181854248047,157.6703954045138,359.93381996259444,0.4252716434696476,-48.536460876464844,-20.085046768188477,41.381797790527344,0.0021820133551955223,0.007769362535327673,0.9667453765869141,-0.001323607750236988,0.0010770875960588455,0.0002124672755599022,2019-02-02 12:43:24.029793
28.75637435913086,1014.956787109375,23.14699363708496,157.88449451423702,359.9334826886536,0.42398778134909676,-48.69414520263672,-19.78133201599121,41.6614875793457,0.001212229602970183,0.007283777464181185,0.9655268788337708,0.00020471028983592987,-0.00014354009181261063,-0.0007013063877820969,2019-02-02 12:43:26.033945
28.846139907836914,1014.968994140625,22.645463943481445,157.86804741871563,359.92501388107286,0.43044903358222303,-48.08732604980469,-19.139163970947266,41.50542068481445,0.001212229602970183,0.010197288356721401,0.9667453765869141,-0.00010157283395528793,0.0013860547915101051,-0.001920023001730442,2019-02-02 12:43:28.087295
28.792282104492188,1014.97802734375,22.204116821289062,157.9460208582805,359.9500564561697,0.42931631607748516,-48.412376403808594,-19.88703727722168,41.077735900878906,-0.00024683563970029354,0.007040984462946653,0.967476487159729,-0.0004047537222504616,-0.0004454124718904495,0.00021910667419433594,2019-02-02 12:43:30.120122
28.738422393798828,1015.00927734375,22.531784057617188,157.7169089927616,359.93815828664583,0.4100896804094431,-48.6950569152832,-19.372074127197266,41.5678596496582,0.0016971214208751917,0.006555399391800165,0.9655268788337708,0.0005148164927959442,0.0004720231518149376,-8.618459105491638e-05,2019-02-02 12:43:32.125686
28.88204574584961,1014.994873046875,22.140588760375977,157.78980077158397,359.8933029936233,0.4104480518974572,-48.2443733215332,-19.416349411010742,41.85204315185547,0.001939567388035357,0.007040984462946653,0.9657706022262573,-0.0025365380570292473,-0.000438678078353405,0.0008252942934632301,2019-02-02 12:43:34.170336
28.792282104492188,1015.001953125,21.866418838500977,157.73719465459652,359.9139260427909,0.41263627375280004,-48.67898941040039,-19.61026382446289,41.66977310180664,0.0014546754537150264,0.006798191927373409,0.9655268788337708,-0.0006989911198616028,-0.0013495981693267822,-9.634718298912048e-05,2019-02-02 12:43:36.195985
